1	ого	ой	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#108.64#108.929
2	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#108.929#109.218
3	прям	пре	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#109.218#109.507
4	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#109.507#109.796
5	так	так	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#109.796#110.085
6	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#110.085#110.353
7	с	с	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#110.353#110.621
8	удовольствием	удовольствие	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#110.621#110.89
9	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#110.89#111.188
10	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#111.188#111.486
11	об	о	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#111.486#111.784
12	этом	этот	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#111.784#112.082
13	часами	час	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#112.082#112.38
14	да	да	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#116.86#117.153
15	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#117.153#117.446
16	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#117.446#117.74
17	и	и	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#117.75#118.115
18	причем	причем	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#118.115#118.48
19	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#118.48#118.845
20	так	так	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#118.845#119.21
21	получилось	получиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@psg1987f-words#@psg1987f#119.21#119.575
22	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#119.575#119.94
23	что	что	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#119.94#120.305
24	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#120.305#120.67
25	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#120.67#121.035
26	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#121.035#121.4
27	ммм	мм	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#121.4#121.765
28	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#121.765#122.13
29	самый	самый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#122.13#122.495
30	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#122.495#122.86
31	топ	топ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#122.86#123.225
32	оф	оф	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#123.225#123.59
33	зе	за	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#123.59#123.955
34	топ	топ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#123.955#124.32
35	ааммм	ааммма	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#124.32#124.7
36	шоу	шоу	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#124.7#125.14
37	азиатских	азиатский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#125.14#125.58
38	причем	причем	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#125.58#126.005
39	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#126.005#126.43
40	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#126.43#126.855
41	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#126.855#127.28
42	видимо	видимо	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#127.28#127.705
43	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#127.705#128.13
44	особенно	особенно	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#128.13#128.555
45	повезло	везти	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#128.555#128.98
46	как	как	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#128.98#129.415
47	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#129.415#129.85
48	ээ	ээ	INTJ	_	_	_	_	_	@psg1987f-words#@psg1987f#129.85#130.188
49	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#130.188#130.526
50	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#130.526#130.864
51	в	в	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#130.864#131.202
52	этом	этот	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#131.202#131.54
53	пуле	пуля	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#131.54#131.878
54	ээ	ээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#131.878#132.216
55	этого	этот	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#132.216#132.554
56	шоу	шоу	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#132.554#132.892
57	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#132.892#133.23
58	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#133.23#133.568
59	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#133.568#133.91
60	какой	какой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#133.92#134.19
61	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#134.19#134.46
62	уже	уже	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#134.46#134.73
63	?	?	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#134.73#135.0
64	седьмой	седьмой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#135.52#135.815
65	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#135.815#136.11
66	по-моему	по-моему	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#136.11#136.405
67	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#136.405#136.7
68	или	или	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#136.7#136.995
69	восьмой	восьмой	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#136.995#137.29
70	сезон	сезон	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#137.29#137.59
71	участвовали	участвовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#137.89#138.77
72	просто	просто	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#138.77#139.65
73	ну	ну	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#139.65#140.53
74	легенды	легенда	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#140.53#141.41
75	эээ	эээ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#141.41#142.29
76	китайского	китайский	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#142.29#143.4
77	ну	ну	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#143.4#143.629
78	да	да	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#143.629#143.858
79	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#143.858#144.087
80	шоубизнеса	шоубизнес	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#144.087#144.316
81	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#144.316#144.545
82	наверное	наверное	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#144.545#144.774
83	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#144.774#145.003
84	если	если	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#145.003#145.232
85	так	так	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#145.232#145.461
86	можно	можно	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#145.461#145.69
87	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#145.69#145.928
88	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#145.928#146.166
89	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#146.166#146.404
90	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#146.404#146.642
91	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#146.642#146.88
92	например	например	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#146.88#147.118
93	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#147.118#147.356
94	тот	тот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#147.356#147.594
95	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#147.594#147.832
96	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#147.832#148.07
97	который	который	PRON	_	Case=Nom	_	_	_	@psg1987f-words#@psg1987f#148.07#148.308
98	победил	победить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#148.308#148.546
99	в	в	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#148.546#148.784
100	итоге	итог	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#148.784#149.022
101	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#149.022#149.26
102	ааа	аа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#149.26#149.5
103	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@psg1987f-words#@psg1987f#149.51#150.257
104	по	по	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#150.257#151.004
105	масштабам	масштаб	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#151.004#151.751
106	Кобзон	Кобзон	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#151.751#152.5
107	именно	именно	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#155.63#156.51
108	и	и	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#156.61#156.856
109	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#156.856#157.102
110	клянусь	клясться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@psg1987f-words#@psg1987f#157.102#157.348
111	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@psg1987f-words#@psg1987f#157.348#157.594
112	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#157.594#157.84
113	именно	именно	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#157.84#158.086
114	так	так	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#158.086#158.332
115	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#158.332#158.578
116	да	да	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#158.578#158.824
117	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#158.824#159.07
118	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#159.07#159.316
119	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#159.316#159.562
120	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@psg1987f-words#@psg1987f#159.562#159.808
121	даже	даже	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#159.808#160.054
122	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@psg1987f-words#@psg1987f#160.054#160.3
123	подпольно	подпольно	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#161.015#161.735
124	так	так	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#162.075#162.292
125	и	и	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#162.292#162.509
126	называли	называть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#162.509#162.726
127	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#162.726#162.943
128	ну	ну	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#162.943#163.16
129	правда	правда	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#163.16#163.38
130	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#163.62#163.99
131	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#163.99#164.36
132	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#164.36#164.73
133	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#164.73#165.1
134	Кобзон	Кобзон	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#165.1#165.47
135	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#165.47#165.84
136	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#165.84#166.21
137	Алла	Алл	PROPN	_	_	_	_	_	@psg1987f-words#@psg1987f#166.21#166.58
138	Борисовна	Борисовна	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#166.58#166.95
139	Пугачева	Пугачев	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#166.95#167.32
140	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#167.32#167.69
141	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#167.69#168.06
142	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#168.06#168.43
143	да	да	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#168.94#169.21
144	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#169.21#169.48
145	да-да	да-д	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#169.48#169.75
146	ну	ну	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#169.785#170.113
147	потому	потому	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#170.113#170.441
148	что	что	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#170.441#170.77
149	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#170.77#171.296
150	прекрасная	прекрасный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#171.296#171.822
151	эээ	эээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#171.822#172.348
152	певица	певица	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#172.348#172.874
153	Ти-Ю	Ти-Е	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#172.874#173.4
154	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@psg1987f-words#@psg1987f#173.43#173.774
155	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#173.774#174.118
156	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#174.118#174.462
157	изобрела	изобрести	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#174.462#174.806
158	свой	свой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#174.806#175.15
159	особенный	особенный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#175.15#175.494
160	стиль	стиль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#175.494#175.838
161	в	в	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#175.838#176.182
162	музыке	музыка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#176.182#176.526
163	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#176.526#176.87
164	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#176.87#177.214
165	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#177.214#177.558
166	за	за	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#177.558#177.902
167	которым	который	PRON	_	Case=Ins	_	_	_	@psg1987f-words#@psg1987f#177.902#178.246
168	эээ	эээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#178.246#178.59
169	пошло	пойти	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#178.59#178.934
170	целое	целый	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#178.934#179.278
171	поколение	поколение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#179.278#179.63
172	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#179.67#180.077
173	эээ	эээ	X	_	Foreign=Yes	_	_	_	@psg1987f-words#@psg1987f#180.077#180.484
174	Лехуан	Лехуан	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#180.484#180.891
175	Лауши	Лауша	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#180.891#181.298
176	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#181.298#181.705
